institution_name,institution_display_name,parent_organization,work_unit,location_hint,target_level,total_relevant_packages,total_pagu,months_found,relevant_categories,official_website,contact_email,contact_phone,contact_person,contact_role,contact_source_url,contact_source_type,contact_notes
UPT Puskesmas Tegalrejo,UPT Puskesmas Tegalrejo — Kota Yogyakarta,Kota Yogyakarta,UPT Puskesmas Tegalrejo,"DI Yogyakarta, Yogyakarta (Kota)",HEALTH_UNIT,1,5000000,May 2026,IT_HARDWARE,,,,,,,,
UPT Puskesmas Waihoka,UPT Puskesmas Waihoka — Kota Ambon,Kota Ambon,UPT Puskesmas Waihoka,"Maluku, Ambon (Kota)",HEALTH_UNIT,1,13047079,June 2026,DESKTOP,,,,,,,,
UPT Puskesmas Wirobrajan,UPT Puskesmas Wirobrajan — Kota Yogyakarta,Kota Yogyakarta,UPT Puskesmas Wirobrajan,"DI Yogyakarta, Yogyakarta (Kota)",HEALTH_UNIT,2,4500000,June 2026; May 2026,AUDIO; IT_HARDWARE,,,,,,,,
UPT Puskesmas Wonosari II,UPT Puskesmas Wonosari II — Kab. Gunungkidul,Kab. Gunungkidul,UPT Puskesmas Wonosari II,"DI Yogyakarta, Gunung Kidul (Kab.)",HEALTH_UNIT,5,39200000,June 2026; May 2026,OFFICE_FURNITURE,,,,,,,,
UPT REHABILITASI SOSIAL BINA NETRA MALANG,UPT REHABILITASI SOSIAL BINA NETRA MALANG — Provinsi Jawa Timur,Provinsi Jawa Timur,UPT REHABILITASI SOSIAL BINA NETRA MALANG,"Jawa Timur, Malang (Kota)",PROVINCE,1,4846400,May 2026,IT_HARDWARE,,,,,,,,
UPT REHABILITASI SOSIAL BINA RUNGU WICARA PASURUAN,UPT REHABILITASI SOSIAL BINA RUNGU WICARA PASURUAN — Provinsi Jawa Timur,Provinsi Jawa Timur,UPT REHABILITASI SOSIAL BINA RUNGU WICARA PASURUAN,"Jawa Timur, Pasuruan (Kab.)",PROVINCE,1,690000,June 2026,DESKTOP; IT_HARDWARE,,,,,,,,
UPT RSUD AWET MUDA NARMADA,UPT RSUD AWET MUDA NARMADA — Kab. Lombok Barat,Kab. Lombok Barat,UPT RSUD AWET MUDA NARMADA,"Nusa Tenggara Barat, Lombok Barat (Kab.)",HOSPITAL,6,112890750,June 2026,DESKTOP; OFFICE_FURNITURE,,,,,,,,
UPT RSUD JARAGA SASAMEH,UPT RSUD JARAGA SASAMEH — Kab. Barito Selatan,Kab. Barito Selatan,UPT RSUD JARAGA SASAMEH,"Kalimantan Tengah, Barito Selatan (Kab.)",HOSPITAL,3,149252250,May 2026,CCTV; DESKTOP; PRINTER; SCANNER,,,,,,,,
UPT SERTIFIKASI KOMPETENSI SUMBER DAYA MANUSIA,UPT SERTIFIKASI KOMPETENSI SUMBER DAYA MANUSIA — Provinsi Jawa Timur,Provinsi Jawa Timur,UPT SERTIFIKASI KOMPETENSI SUMBER DAYA MANUSIA,"Jawa Timur, Surabaya (Kota)",PROVINCE,1,8732100,May 2026,IT_HARDWARE,,,,,,,,
UPT SMP NEGERI 1,UPT SMP NEGERI 1 — Kota Mojokerto,Kota Mojokerto,UPT SMP NEGERI 1,"Jawa Timur, Mojokerto (Kota)",EDUCATION,1,98420496,June 2026,OFFICE_FURNITURE,,,,,,,,
UPT SMP NEGERI 2,UPT SMP NEGERI 2 — Kota Mojokerto,Kota Mojokerto,UPT SMP NEGERI 2,"Jawa Timur, Mojokerto (Kota)",EDUCATION,1,22514000,May 2026,OFFICE_FURNITURE,,,,,,,,
UPT SMP NEGERI 4,UPT SMP NEGERI 4 — Kota Mojokerto,Kota Mojokerto,UPT SMP NEGERI 4,"Jawa Timur, Mojokerto (Kota)",EDUCATION,1,32537600,May 2026,OFFICE_FURNITURE,,,,,,,,
UPT SMP NEGERI 7,UPT SMP NEGERI 7 — Kota Mojokerto,Kota Mojokerto,UPT SMP NEGERI 7,"Jawa Timur, Mojokerto (Kota)",EDUCATION,5,94753600,June 2026,AUDIO; CAMERA_VIDEO; OFFICE_FURNITURE,,,,,,,,
UPT Satuan Pendidikan SMPN 5,UPT Satuan Pendidikan SMPN 5 — Kota Blitar,Kota Blitar,UPT Satuan Pendidikan SMPN 5,"Jawa Timur, Blitar (Kota)",EDUCATION,2,22594200,June 2026; May 2026,CCTV; IT_HARDWARE,,,,,,,,
UPT. INSTALASI FARMASI DAN LOGISTIK KESEHATAN,UPT. INSTALASI FARMASI DAN LOGISTIK KESEHATAN — Provinsi Riau,Provinsi Riau,UPT. INSTALASI FARMASI DAN LOGISTIK KESEHATAN,"Riau, Pekanbaru (Kota)",PROVINCE,2,17690000,June 2026,DESKTOP; IT_HARDWARE,,,,,,,,
UPT. KESATUAN PENGELOLAAN HUTAN MANDAH,UPT. KESATUAN PENGELOLAAN HUTAN MANDAH — Provinsi Riau,Provinsi Riau,UPT. KESATUAN PENGELOLAAN HUTAN MANDAH,"Riau, Indragiri Hilir (Kab.)",PROVINCE,2,2880000,June 2026,DESKTOP; IT_HARDWARE,,,,,,,,
UPT. LABORATORIUM BAHAN KONSTRUKSI,UPT. LABORATORIUM BAHAN KONSTRUKSI — Provinsi Riau,Provinsi Riau,UPT. LABORATORIUM BAHAN KONSTRUKSI,"Riau, Pekanbaru (Kota)",PROVINCE,2,113550000,June 2026; May 2026,NETWORKING; OFFICE_FURNITURE,,,,,,,,
UPT. LABORATORIUM LINGKUNGAN,UPT. LABORATORIUM LINGKUNGAN — Provinsi Riau,Provinsi Riau,UPT. LABORATORIUM LINGKUNGAN,"Riau, Pekanbaru (Kota)",PROVINCE,1,45919000,May 2026,OFFICE_FURNITURE,,,,,,,,
UPT. PELAYANAN SOSIAL TRESNA WERDHA HUSNUL KHOTIMAH,UPT. PELAYANAN SOSIAL TRESNA WERDHA HUSNUL KHOTIMAH — Provinsi Riau,Provinsi Riau,UPT. PELAYANAN SOSIAL TRESNA WERDHA HUSNUL KHOTIMAH,"Riau, Pekanbaru (Kota) | Riau, Pekanbaru (Kota) | Riau, Pekanbaru (Kota)",PROVINCE,1,14869910,May 2026,IT_HARDWARE,,,,,,,,
UPT. PERBENIHAN TANAMAN HUTAN (PTH),UPT. PERBENIHAN TANAMAN HUTAN (PTH) — Provinsi Jawa Timur,Provinsi Jawa Timur,UPT. PERBENIHAN TANAMAN HUTAN (PTH),"Jawa Timur, Sidoarjo (Kab.)",PROVINCE,2,10234000,May 2026,PRINTER; SCANNER,,,,,,,,
UPT. Puskesmas Kedai Durian,UPT. Puskesmas Kedai Durian — Kota Medan,Kota Medan,UPT. Puskesmas Kedai Durian,"Sumatera Utara, Medan (Kota)",HEALTH_UNIT,1,67624774,May 2026,IT_HARDWARE,,,,,,,,
UPT. Puskesmas Sicanang,UPT. Puskesmas Sicanang — Kota Medan,Kota Medan,UPT. Puskesmas Sicanang,"Sumatera Utara, Medan (Kota)",HEALTH_UNIT,1,9455879,May 2026,IT_HARDWARE,,,,,,,,
UPT. Puskesmas Teladan,UPT. Puskesmas Teladan — Kota Medan,Kota Medan,UPT. Puskesmas Teladan,"Sumatera Utara, Medan (Kota)",HEALTH_UNIT,3,17389850,June 2026; May 2026,CCTV; DESKTOP; IT_HARDWARE; PRINTER,,,,,,,,
UPT. RUMAH SAKIT DAERAH,UPT. RUMAH SAKIT DAERAH — Kab. Labuhanbatu Selatan,Kab. Labuhanbatu Selatan,UPT. RUMAH SAKIT DAERAH,"Sumatera Utara, Labuhan Batu Selatan (Kab.)",HOSPITAL,2,122428786,May 2026,DESKTOP,,,,,,,,
UPT. TAMAN BUDAYA,UPT. TAMAN BUDAYA — Provinsi Jawa Timur,Provinsi Jawa Timur,UPT. TAMAN BUDAYA,"Jawa Timur, Surabaya (Kota)",PROVINCE,1,7300000,May 2026,DESKTOP; IT_HARDWARE,,,,,,,,
UPT. Wilayah Utara,UPT. Wilayah Utara — Kota Medan,Kota Medan,UPT. Wilayah Utara,"Sumatera Utara, Medan (Kota) | Sumatera Utara, Medan (Kota)",LOCAL_AGENCY,2,19102450,May 2026,OFFICE_FURNITURE,,,,,,,,
UPTD BALAI BENIH PERTANIAN,UPTD BALAI BENIH PERTANIAN — Provinsi Bangka Belitung,Provinsi Bangka Belitung,UPTD BALAI BENIH PERTANIAN,"Kep. Bangka Belitung, Bangka (Kab.)",PROVINCE,1,9719300,June 2026,DESKTOP,,,,,,,,
UPTD BALAI LABORATORIUM KESEHATAN DAERAH,UPTD BALAI LABORATORIUM KESEHATAN DAERAH — Provinsi Sulawesi Utara,Provinsi Sulawesi Utara,UPTD BALAI LABORATORIUM KESEHATAN DAERAH,"Sulawesi Utara, Manado (Kota)",PROVINCE,3,32015335,June 2026; May 2026,DESKTOP; IT_HARDWARE,,,,,,,,
UPTD BALAI PERLINDUNGAN DAN PENGUJIAN MUTU TANAMAN PANGAN DAN HORTIKULTURA,UPTD BALAI PERLINDUNGAN DAN PENGUJIAN MUTU TANAMAN PANGAN DAN HORTIKULTURA — Provinsi Sulawesi Utara,Provinsi Sulawesi Utara,UPTD BALAI PERLINDUNGAN DAN PENGUJIAN MUTU TANAMAN PANGAN DAN HORTIKULTURA,"Sulawesi Utara, Minahasa (Kab.)",PROVINCE,1,10500000,May 2026,CCTV,,,,,,,,
UPTD Balai pemuliaan ikan (BPI),UPTD Balai pemuliaan ikan (BPI) — Provinsi Bangka Belitung,Provinsi Bangka Belitung,UPTD Balai pemuliaan ikan (BPI),"Kep. Bangka Belitung, Bangka Selatan (Kab.)",PROVINCE,1,1262000,May 2026,IT_HARDWARE,,,,,,,,
UPTD INSTALASI FARMASI DAN PERBEKALAN KESEHATAN,UPTD INSTALASI FARMASI DAN PERBEKALAN KESEHATAN — Kota Balikpapan,Kota Balikpapan,UPTD INSTALASI FARMASI DAN PERBEKALAN KESEHATAN,"Kalimantan Timur, Balikpapan (Kota)",LOCAL_AGENCY,1,7300000,May 2026,DESKTOP; IT_HARDWARE,,,,,,,,
UPTD Instalasi Farmasi,UPTD Instalasi Farmasi — Kab. Gianyar,Kab. Gianyar,UPTD Instalasi Farmasi,"Bali, Gianyar (Kab.)",LOCAL_AGENCY,1,5000000,May 2026,IT_HARDWARE,,,,,,,,
UPTD Kecamatan Katingan Tengah Puskesmas Tumbang Samba,UPTD Kecamatan Katingan Tengah Puskesmas Tumbang Samba — Kab. Katingan,Kab. Katingan,UPTD Kecamatan Katingan Tengah Puskesmas Tumbang Samba,"Kalimantan Tengah, Katingan (Kab.)",HEALTH_UNIT,2,14651816,June 2026; May 2026,AUDIO; IT_HARDWARE,,,,,,,,
UPTD LABORATORIUM KESEHATAN DAERAH,UPTD LABORATORIUM KESEHATAN DAERAH — Kota Balikpapan,Kota Balikpapan,UPTD LABORATORIUM KESEHATAN DAERAH,"Kalimantan Timur, Balikpapan (Kota)",HEALTH_UNIT,4,13276400,June 2026; May 2026,DESKTOP; IT_HARDWARE; OFFICE_FURNITURE; PRINTER,,,,,,,,
UPTD Labkesda,UPTD Labkesda — Kota Bekasi,Kota Bekasi,UPTD Labkesda,"Jawa Barat, Bekasi (Kota)",HEALTH_UNIT,1,13182750,May 2026,CCTV,,,,,,,,
UPTD Laboratorium Kesehatan Daerah,UPTD Laboratorium Kesehatan Daerah — Kota Cilegon,Kota Cilegon,UPTD Laboratorium Kesehatan Daerah,"Banten, Cilegon (Kota)",HEALTH_UNIT,1,2840000,May 2026,IT_HARDWARE; PRINTER,,,,,,,,
UPTD Laboratorium Kesehatan,UPTD Laboratorium Kesehatan — Provinsi Sumatera Utara,Provinsi Sumatera Utara,UPTD Laboratorium Kesehatan,"Sumatera Utara, Medan (Kota)",PROVINCE,10,127026637,June 2026; May 2026,AUDIO; IT_HARDWARE; OFFICE_FURNITURE; PRINTER; SCANNER,,,,,,,,
UPTD Laboratorium Lingkungan,UPTD Laboratorium Lingkungan — Provinsi Nusa Tenggara Timur,Provinsi Nusa Tenggara Timur,UPTD Laboratorium Lingkungan,"Nusa Tenggara Timur, Kupang (Kota)",PROVINCE,1,4380000,June 2026,IT_HARDWARE,,,,,,,,
UPTD Laboratorium Pengujian Dan Penerapan Mutu Hasil Perikanan (LPPMHP),UPTD Laboratorium Pengujian Dan Penerapan Mutu Hasil Perikanan (LPPMHP) — Provinsi Bangka Belitung,Provinsi Bangka Belitung,UPTD Laboratorium Pengujian Dan Penerapan Mutu Hasil Perikanan (LPPMHP),"Kep. Bangka Belitung, Pangkal Pinang (Kota)",PROVINCE,1,1420000,June 2026,DESKTOP; IT_HARDWARE,,,,,,,,
UPTD METROLOGI LEGAL,UPTD METROLOGI LEGAL — Kota Batam,Kota Batam,UPTD METROLOGI LEGAL,"Kepulauan Riau, Batam (Kota)",LOCAL_AGENCY,2,70989300,May 2026,DESKTOP,,,,,,,,
UPTD MUSEUM,UPTD MUSEUM — Kota Surakarta,Kota Surakarta,UPTD MUSEUM,"Jawa Tengah, Surakarta (Kota)",LOCAL_AGENCY,1,11114000,May 2026,AUDIO,,,,,,,,
UPTD PASAR WILAYAH BANYUMAS TIMUR,UPTD PASAR WILAYAH BANYUMAS TIMUR — Kab. Banyumas,Kab. Banyumas,UPTD PASAR WILAYAH BANYUMAS TIMUR,"Jawa Tengah, Banyumas (Kab.)",LOCAL_AGENCY,2,18340000,June 2026; May 2026,DESKTOP; IT_HARDWARE; OFFICE_FURNITURE,,,,,,,,
UPTD PELAYANAN JASA KEBANDARUDARAAN NUSAWIRU,UPTD PELAYANAN JASA KEBANDARUDARAAN NUSAWIRU — Provinsi Jawa Barat,Provinsi Jawa Barat,UPTD PELAYANAN JASA KEBANDARUDARAAN NUSAWIRU,"Jawa Barat, Pangandaran (Kab.)",PROVINCE,2,1016960,June 2026; May 2026,DESKTOP; OFFICE_FURNITURE,,,,,,,,
UPTD PENGELOLA SARANA DAN PRASARANA PERHUBUNGAN,UPTD PENGELOLA SARANA DAN PRASARANA PERHUBUNGAN — Kab. Banyumas,Kab. Banyumas,UPTD PENGELOLA SARANA DAN PRASARANA PERHUBUNGAN,"Jawa Tengah, Banyumas (Kab.)",LOCAL_AGENCY,1,690000,June 2026,PRINTER,,,,,,,,
UPTD PUSKESMAS ADAN-ADAN,UPTD PUSKESMAS ADAN-ADAN — Kab. Kediri,Kab. Kediri,UPTD PUSKESMAS ADAN-ADAN,"Jawa Timur, Kediri (Kab.)",HEALTH_UNIT,1,5000000,June 2026,PRINTER,,,,,,,,
UPTD PUSKESMAS BADAS,UPTD PUSKESMAS BADAS — Kab. Kediri,Kab. Kediri,UPTD PUSKESMAS BADAS,"Jawa Timur, Kediri (Kab.)",HEALTH_UNIT,2,4800000,May 2026,OFFICE_FURNITURE,,,,,,,,
UPTD PUSKESMAS BALOI PERMAI,UPTD PUSKESMAS BALOI PERMAI — Kota Batam,Kota Batam,UPTD PUSKESMAS BALOI PERMAI,"Kepulauan Riau, Batam (Kota)",HEALTH_UNIT,4,251796000,June 2026; May 2026,DESKTOP; OFFICE_FURNITURE; PRINTER; SCANNER,,,,,,,,
UPTD PUSKESMAS BATU AJI,UPTD PUSKESMAS BATU AJI — Kota Batam,Kota Batam,UPTD PUSKESMAS BATU AJI,"Kepulauan Riau, Batam (Kota)",HEALTH_UNIT,1,3134000,June 2026,AUDIO,,,,,,,,
UPTD PUSKESMAS BOTANIA,UPTD PUSKESMAS BOTANIA — Kota Batam,Kota Batam,UPTD PUSKESMAS BOTANIA,"Kepulauan Riau, Batam (Kota)",HEALTH_UNIT,1,28380600,June 2026,OFFICE_FURNITURE,,,,,,,,
UPTD PUSKESMAS BULANG,UPTD PUSKESMAS BULANG — Kota Batam,Kota Batam,UPTD PUSKESMAS BULANG,"Kepulauan Riau, Batam (Kota)",HEALTH_UNIT,2,18713490,May 2026,DESKTOP; IT_HARDWARE,,,,,,,,
UPTD PUSKESMAS CAMPURDARAT,UPTD PUSKESMAS CAMPURDARAT — Kab. Tulungagung,Kab. Tulungagung,UPTD PUSKESMAS CAMPURDARAT,"Jawa Timur, Tulungagung (Kab.)",HEALTH_UNIT,1,1380000,June 2026,DESKTOP; IT_HARDWARE,,,,,,,,
UPTD PUSKESMAS GRAHA INDAH,UPTD PUSKESMAS GRAHA INDAH — Kota Balikpapan,Kota Balikpapan,UPTD PUSKESMAS GRAHA INDAH,"Kalimantan Timur, Balikpapan (Kota)",HEALTH_UNIT,1,10000000,May 2026,PRINTER,,,,,,,,
UPTD PUSKESMAS GUNUNG BAHAGIA,UPTD PUSKESMAS GUNUNG BAHAGIA — Kota Balikpapan,Kota Balikpapan,UPTD PUSKESMAS GUNUNG BAHAGIA,"Kalimantan Timur, Balikpapan (Kota)",HEALTH_UNIT,1,35000000,June 2026,AUDIO,,,,,,,,
UPTD PUSKESMAS GUNUNG SAMARINDA,UPTD PUSKESMAS GUNUNG SAMARINDA — Kota Balikpapan,Kota Balikpapan,UPTD PUSKESMAS GUNUNG SAMARINDA,"Kalimantan Timur, Balikpapan (Kota)",HEALTH_UNIT,2,116260000,June 2026,IT_HARDWARE; OFFICE_FURNITURE,,,,,,,,
UPTD PUSKESMAS GUNUNG SARI ILIR,UPTD PUSKESMAS GUNUNG SARI ILIR — Kota Balikpapan,Kota Balikpapan,UPTD PUSKESMAS GUNUNG SARI ILIR,"Kalimantan Timur, Balikpapan (Kota)",HEALTH_UNIT,1,600000,May 2026,STORAGE,,,,,,,,
UPTD PUSKESMAS KABIL,UPTD PUSKESMAS KABIL — Kota Batam,Kota Batam,UPTD PUSKESMAS KABIL,"Kepulauan Riau, Batam (Kota)",HEALTH_UNIT,4,20321900,May 2026,OFFICE_FURNITURE,,,,,,,,
UPTD PUSKESMAS KONUT,UPTD PUSKESMAS KONUT — Kab. Murung Raya,Kab. Murung Raya,UPTD PUSKESMAS KONUT,"Kalimantan Tengah, Murung Raya (Kab.)",HEALTH_UNIT,3,42000000,June 2026,DESKTOP; PRINTER; UPS,,,,,,,,
UPTD PUSKESMAS KRAS,UPTD PUSKESMAS KRAS — Kab. Kediri,Kab. Kediri,UPTD PUSKESMAS KRAS,"Jawa Timur, Kediri (Kab.)",HEALTH_UNIT,2,6500000,June 2026,IT_HARDWARE; PRINTER,,,,,,,,
UPTD PUSKESMAS MARGASARI,UPTD PUSKESMAS MARGASARI — Kota Balikpapan,Kota Balikpapan,UPTD PUSKESMAS MARGASARI,"Kalimantan Timur, Balikpapan (Kota)",HEALTH_UNIT,1,11000000,May 2026,OFFICE_FURNITURE,,,,,,,,
UPTD PUSKESMAS MARGO MULYO,UPTD PUSKESMAS MARGO MULYO — Kota Balikpapan,Kota Balikpapan,UPTD PUSKESMAS MARGO MULYO,"Kalimantan Timur, Balikpapan (Kota)",HEALTH_UNIT,1,8219295,June 2026,IT_HARDWARE,,,,,,,,
UPTD PUSKESMAS MOJO,UPTD PUSKESMAS MOJO — Kab. Kediri,Kab. Kediri,UPTD PUSKESMAS MOJO,"Jawa Timur, Kediri (Kab.)",HEALTH_UNIT,2,16000000,June 2026; May 2026,PRINTER; UPS,,,,,,,,
UPTD PUSKESMAS MUARA TUHUP,UPTD PUSKESMAS MUARA TUHUP — Kab. Murung Raya,Kab. Murung Raya,UPTD PUSKESMAS MUARA TUHUP,"Kalimantan Tengah, Murung Raya (Kab.)",HEALTH_UNIT,1,9000000,May 2026,OFFICE_FURNITURE,,,,,,,,
UPTD PUSKESMAS NGANCAR,UPTD PUSKESMAS NGANCAR — Kab. Kediri,Kab. Kediri,UPTD PUSKESMAS NGANCAR,"Jawa Timur, Kediri (Kab.)",HEALTH_UNIT,4,114000000,May 2026,AUDIO; OFFICE_FURNITURE; PRINTER,,,,,,,,
UPTD PUSKESMAS PAGUYANGAN,UPTD PUSKESMAS PAGUYANGAN — Kab. Brebes,Kab. Brebes,UPTD PUSKESMAS PAGUYANGAN,"Jawa Tengah, Brebes (Kab.)",HEALTH_UNIT,1,12000000,May 2026,IT_HARDWARE,,,,,,,,
UPTD PUSKESMAS PRAPATAN,UPTD PUSKESMAS PRAPATAN — Kota Balikpapan,Kota Balikpapan,UPTD PUSKESMAS PRAPATAN,"Kalimantan Timur, Balikpapan (Kota)",HEALTH_UNIT,1,18087300,May 2026,IT_HARDWARE; PRINTER,,,,,,,,
UPTD PUSKESMAS REMPANG CATE,UPTD PUSKESMAS REMPANG CATE — Kota Batam,Kota Batam,UPTD PUSKESMAS REMPANG CATE,"Kepulauan Riau, Batam (Kota)",HEALTH_UNIT,1,19244700,May 2026,OFFICE_FURNITURE,,,,,,,,
UPTD PUSKESMAS SAMBAU,UPTD PUSKESMAS SAMBAU — Kota Batam,Kota Batam,UPTD PUSKESMAS SAMBAU,"Kepulauan Riau, Batam (Kota)",HEALTH_UNIT,1,6686100,May 2026,IT_HARDWARE,,,,,,,,
UPTD PUSKESMAS SARIPOI,UPTD PUSKESMAS SARIPOI — Kab. Murung Raya,Kab. Murung Raya,UPTD PUSKESMAS SARIPOI,"Kalimantan Tengah, Murung Raya (Kab.)",HEALTH_UNIT,1,10000000,May 2026,PRINTER,,,,,,,,
UPTD PUSKESMAS SUMBER REJO,UPTD PUSKESMAS SUMBER REJO — Kota Balikpapan,Kota Balikpapan,UPTD PUSKESMAS SUMBER REJO,"Kalimantan Timur, Balikpapan (Kota)",HEALTH_UNIT,1,4375000,May 2026,CCTV,,,,,,,,
UPTD PUSKESMAS SUMBERGEMPOL,UPTD PUSKESMAS SUMBERGEMPOL — Kab. Tulungagung,Kab. Tulungagung,UPTD PUSKESMAS SUMBERGEMPOL,"Jawa Timur, Tulungagung (Kab.)",HEALTH_UNIT,1,1250000,May 2026,IT_HARDWARE,,,,,,,,
UPTD PUSKESMAS TANJUNG BUNTUNG,UPTD PUSKESMAS TANJUNG BUNTUNG — Kota Batam,Kota Batam,UPTD PUSKESMAS TANJUNG BUNTUNG,"Kepulauan Riau, Batam (Kota)",HEALTH_UNIT,1,3172800,May 2026,IT_HARDWARE; PRINTER,,,,,,,,
UPTD PUSKESMAS TANJUNG UNCANG,UPTD PUSKESMAS TANJUNG UNCANG — Kota Batam,Kota Batam,UPTD PUSKESMAS TANJUNG UNCANG,"Kepulauan Riau, Batam (Kota)",HEALTH_UNIT,1,52173200,June 2026,OFFICE_FURNITURE,,,,,,,,
UPTD PUSKESMAS TUMBANG LAHUNG,UPTD PUSKESMAS TUMBANG LAHUNG — Kab. Murung Raya,Kab. Murung Raya,UPTD PUSKESMAS TUMBANG LAHUNG,"Kalimantan Tengah, Murung Raya (Kab.)",HEALTH_UNIT,3,41500000,June 2026,LAPTOP; OFFICE_FURNITURE; PRINTER,,,,,,,,
UPTD Pasar Baru Cilegon,UPTD Pasar Baru Cilegon — Kota Cilegon,Kota Cilegon,UPTD Pasar Baru Cilegon,"Banten, Cilegon (Kota)",LOCAL_AGENCY,1,380000,June 2026,IT_HARDWARE,,,,,,,,
UPTD Pengelolaan Daerah Aliran Sungai Cibaliung-Cisawarna,UPTD Pengelolaan Daerah Aliran Sungai Cibaliung-Cisawarna — Provinsi Banten,Provinsi Banten,UPTD Pengelolaan Daerah Aliran Sungai Cibaliung-Cisawarna,"Banten, Lebak (Kab.)",PROVINCE,2,19751000,May 2026,AUDIO; IT_HARDWARE; PRINTER,,,,,,,,
UPTD Pengelolaan Jalan dan Jembatan Serang-Cilegon,UPTD Pengelolaan Jalan dan Jembatan Serang-Cilegon — Provinsi Banten,Provinsi Banten,UPTD Pengelolaan Jalan dan Jembatan Serang-Cilegon,"Banten, Serang (Kota)",PROVINCE,1,4140000,June 2026,DESKTOP; IT_HARDWARE,,,,,,,,
UPTD Pengelolaan Pendapatan Daerah Malingping,UPTD Pengelolaan Pendapatan Daerah Malingping — Provinsi Banten,Provinsi Banten,UPTD Pengelolaan Pendapatan Daerah Malingping,"Banten, Lebak (Kab.)",PROVINCE,1,3978000,May 2026,CCTV,,,,,,,,
"UPTD Pengujian Bahan, Konstruksi Bangunan dan Informasi Konstruksi","UPTD Pengujian Bahan, Konstruksi Bangunan dan Informasi Konstruksi — Provinsi Banten",Provinsi Banten,"UPTD Pengujian Bahan, Konstruksi Bangunan dan Informasi Konstruksi","Banten, Serang (Kota)",PROVINCE,3,47340000,June 2026; May 2026,DESKTOP; IT_HARDWARE,,,,,,,,
UPTD Perlindungan Sosial,UPTD Perlindungan Sosial — Provinsi Banten,Provinsi Banten,UPTD Perlindungan Sosial,"Banten, Serang (Kota)",PROVINCE,3,38864700,June 2026; May 2026,DESKTOP; OFFICE_FURNITURE,,,,,,,,
UPTD Puskesmas Abang I,UPTD Puskesmas Abang I — Kab. Karangasem,Kab. Karangasem,UPTD Puskesmas Abang I,"Bali, Karang Asem (Kab.)",HEALTH_UNIT,3,32415000,June 2026; May 2026,DESKTOP; IT_HARDWARE,,,,,,,,
UPTD Puskesmas Adiarsa,UPTD Puskesmas Adiarsa — Kab. Karawang,Kab. Karawang,UPTD Puskesmas Adiarsa,"Jawa Barat, Karawang (Kab.)",HEALTH_UNIT,2,55000000,May 2026,IT_HARDWARE,,,,,,,,
UPTD Puskesmas Ciampel,UPTD Puskesmas Ciampel — Kab. Karawang,Kab. Karawang,UPTD Puskesmas Ciampel,"Jawa Barat, Karawang (Kab.)",HEALTH_UNIT,1,37000000,May 2026,IT_HARDWARE,,,,,,,,
UPTD Puskesmas Cibeureum (BLUD),UPTD Puskesmas Cibeureum (BLUD) — Kota Tasikmalaya,Kota Tasikmalaya,UPTD Puskesmas Cibeureum (BLUD),"Jawa Barat, Tasikmalaya (Kota)",HEALTH_UNIT,1,1090000,June 2026,AUDIO,,,,,,,,
UPTD Puskesmas Cibitung,UPTD Puskesmas Cibitung — Kab. Sukabumi,Kab. Sukabumi,UPTD Puskesmas Cibitung,"Jawa Barat, Sukabumi (Kab.)",HEALTH_UNIT,1,36000000,June 2026,DESKTOP,,,,,,,,
UPTD Puskesmas Ciemas,UPTD Puskesmas Ciemas — Kab. Sukabumi,Kab. Sukabumi,UPTD Puskesmas Ciemas,"Jawa Barat, Sukabumi (Kab.)",HEALTH_UNIT,1,5000000,May 2026,IT_HARDWARE,,,,,,,,
UPTD Puskesmas Cihideung (BLUD),UPTD Puskesmas Cihideung (BLUD) — Kota Tasikmalaya,Kota Tasikmalaya,UPTD Puskesmas Cihideung (BLUD),"Jawa Barat, Tasikmalaya (Kota)",HEALTH_UNIT,1,16350600,May 2026,DESKTOP,,,,,,,,
UPTD Puskesmas Cilodong,UPTD Puskesmas Cilodong — Kota Depok,Kota Depok,UPTD Puskesmas Cilodong,"Jawa Barat, Depok (Kota)",HEALTH_UNIT,1,3000000,May 2026,NETWORKING,,,,,,,,
UPTD Puskesmas Cimuning,UPTD Puskesmas Cimuning — Kota Bekasi,Kota Bekasi,UPTD Puskesmas Cimuning,"Jawa Barat, Bekasi (Kota)",HEALTH_UNIT,2,35420000,June 2026; May 2026,DESKTOP; IT_HARDWARE; PRINTER,,,,,,,,
UPTD Puskesmas Dawan I,UPTD Puskesmas Dawan I — Kab. Klungkung,Kab. Klungkung,UPTD Puskesmas Dawan I,"Bali, Klungkung (Kab.)",HEALTH_UNIT,2,30000000,June 2026,DESKTOP; LAPTOP,,,,,,,,
UPTD Puskesmas Dawan II,UPTD Puskesmas Dawan II — Kab. Klungkung,Kab. Klungkung,UPTD Puskesmas Dawan II,"Bali, Klungkung (Kab.)",HEALTH_UNIT,1,17023600,June 2026,IT_HARDWARE,,,,,,,,
UPTD Puskesmas Depok Jaya,UPTD Puskesmas Depok Jaya — Kota Depok,Kota Depok,UPTD Puskesmas Depok Jaya,"Jawa Barat, Depok (Kota)",HEALTH_UNIT,1,1845000,May 2026,AUDIO,,,,,,,,
